# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
355   3.5500    0.215564    0.976490   -0.735293   -0.677749    0.023510    1.701260
356   3.5600    0.193771    0.981047   -0.747818   -0.663903    0.018953    1.682857
357   3.5700    0.172040    0.985090   -0.760845   -0.648933    0.014910    1.663843
358   3.5800    0.150375    0.988629   -0.774324   -0.632789    0.011371    1.644160
359   3.5900    0.128772    0.991674   -0.788198   -0.615422    0.008326    1.623748
360   3.6000    0.107224    0.994235   -0.802401   -0.596786    0.005765    1.602551
361   3.6100    0.085716    0.996320   -0.816861   -0.576835    0.003680    1.580516
362   3.6200    0.064229    0.997935   -0.831499   -0.555527    0.002065    1.557592
363   3.6300    0.042739    0.999086   -0.846230   -0.532819    0.000914    1.533732
364   3.6400    0.021218    0.999775   -0.860962   -0.508669    0.000225    1.508894
365   3.6500   -0.000365    1.000000   -0.875600   -0.483037    0.000000    1.483037
366   3.6600   -0.022048    0.999757   -0.890040   -0.455882    0.000243    1.456126
367   3.6700   -0.043868    0.999037   -0.904173   -0.427166    0.000963    1.428128
368   3.6800   -0.065869    0.997828   -0.917885   -0.396846    0.002172    1.399018
369   3.6900   -0.088096    0.996112   -0.931053   -0.364883    0.003888    1.368771
370   3.7000   -0.110599    0.993865   -0.943549   -0.331234    0.006135    1.337369
371   3.7100   -0.133431    0.991058   -0.955233   -0.295856    0.008942    1.304798
372   3.7200   -0.156646    0.987655   -0.965957   -0.258704    0.012345    1.271049
373   3.7300   -0.180306    0.983611   -0.975561   -0.219731    0.016389    1.236120
374   3.7400   -0.204474    0.978872   -0.983870   -0.178887    0.021128    1.200015
375   3.7500   -0.229218    0.973375   -0.990692   -0.136120    0.026625    1.162745
376   3.7600   -0.254612    0.967043   -0.995816   -0.091376    0.032957    1.124332
377   3.7700   -0.280734    0.959786   -0.999005   -0.044596    0.040214    1.084810
378   3.7800   -0.307668    0.951494   -0.999991    0.004278    0.048506    1.044228
379   3.7900   -0.335504    0.942039   -0.998469    0.055306    0.057961    1.002655
380   3.8000   -0.364336    0.931268   -0.994092    0.108545    0.068732    0.960188
381   3.8100   -0.394261    0.918999   -0.986454    0.164041    0.081001    0.916961
382   3.8200   -0.425375    0.905017   -0.975087    0.221821    0.094983    0.873161
383   3.8300   -0.457763    0.889074   -0.959451    0.281876    0.110926    0.829050
384   3.8400   -0.491486    0.870886   -0.938925    0.344123    0.129114    0.784991
385   3.8500   -0.526548    0.850146   -0.912823    0.408356    0.149854    0.741499
386   3.8600   -0.562849    0.826560   -0.880438    0.474162    0.173440    0.699279
387   3.8700   -0.600115    0.799913   -0.841147    0.540807    0.200087    0.659280
388   3.8800   -0.637813    0.770191   -0.794609    0.607122    0.229809    0.622687
389   3.8900   -0.675106    0.737720   -0.741029    0.671473    0.262280    0.590806
390   3.9000   -0.710935    0.703257   -0.681352    0.731956    0.296743    0.564787
391   3.9100   -0.744257    0.667894   -0.617179    0.786823    0.332106    0.545284
392   3.9200   -0.774323    0.632791   -0.550358    0.834929    0.367209    0.532280
393   3.9300   -0.800812    0.598916   -0.482525    0.875882    0.401084    0.525202
394   3.9400   -0.823767    0.566929   -0.414863    0.909884    0.433071    0.523187
395   3.9500   -0.843451    0.537207   -0.348100    0.937457    0.462793    0.525336
396   3.9600   -0.860215    0.509931   -0.282626    0.959230    0.490069    0.530839
397   3.9700   -0.874423    0.485165   -0.218616    0.975811    0.514835    0.539024
398   3.9800   -0.886406    0.462909   -0.156120    0.987738    0.537091    0.549353
399   3.9900   -0.896456    0.443133   -0.095121    0.995466    0.556867    0.561402
400   4.0000   -0.904820    0.425795   -0.035577    0.999367    0.574205    0.574838
401   4.0100   -0.911703    0.410850    0.022564    0.999745    0.589150    0.589404
402   4.0200   -0.917274    0.398257    0.079352    0.996847    0.601743    0.604896
403   4.0300   -0.921669    0.387978    0.134824    0.990870    0.612022    0.621152
404   4.0400   -0.924995    0.379979    0.189007    0.981976    0.620021    0.638045
405   4.0500   -0.927336    0.374229    0.241910    0.970299    0.625771    0.655472
406   4.0600   -0.928752    0.370701    0.293527    0.955951    0.629299    0.673348
407   4.0700   -0.929283    0.369367    0.343836    0.939030    0.630633    0.691603
408   4.0800   -0.928952    0.370200    0.392801    0.919624    0.629800    0.710176
409   4.0900   -0.927763    0.373170    0.440368    0.897817    0.626830    0.729013
410   4.1000   -0.925707    0.378242    0.486474    0.873695    0.621758    0.748062
411   4.1100   -0.922759    0.385378    0.531040    0.847347    0.614622    0.767275
412   4.1200   -0.918883    0.394531    0.573981    0.818869    0.605469    0.786601
413   4.1300   -0.914031    0.405644    0.615203    0.788369    0.594356    0.805987
414   4.1400   -0.908146    0.418653    0.654608    0.755969    0.581347    0.825379
415   4.1500   -0.901164    0.433478    0.692096    0.721805    0.566522    0.844716
416   4.1600   -0.893013    0.450031    0.727571    0.686033    0.549969    0.863936
417   4.1700   -0.883619    0.468206    0.760939    0.648824    0.531794    0.882971
418   4.1800   -0.872908    0.487885    0.792119    0.610367    0.512115    0.901748
419   4.1900   -0.860803    0.508938    0.821041    0.570870    0.491062    0.920192
420   4.2000   -0.847236    0.531217    0.847650    0.530555    0.468783    0.938228
421   4.2100   -0.832141    0.554564    0.871914    0.489659    0.445436    0.955776
422   4.2200   -0.815463    0.578810    0.893819    0.448429    0.421190    0.972762
423   4.2300   -0.797157    0.603772    0.913375    0.407119    0.396228    0.989109
424   4.2400   -0.777192    0.629263    0.930619    0.365988    0.370737    1.004749
425   4.2500   -0.755552    0.655089    0.945612    0.325296    0.344911    1.019615
426   4.2600   -0.732234    0.681053    0.958439    0.285296    0.318947    1.033651
427   4.2700   -0.707256    0.706958    0.969210    0.246237    0.293042    1.046805
428   4.2800   -0.680650    0.732609    0.978053    0.208355    0.267391    1.059036
429   4.2900   -0.652466    0.757818    0.985119    0.171871    0.242182    1.070311
430   4.3000   -0.622769    0.782406    0.990572    0.136991    0.217594    1.080603
431   4.3100   -0.591641    0.806201    0.994588    0.103902    0.193799    1.089897
432   4.3200   -0.559175    0.829049    0.997349    0.072768    0.170951    1.098183
433   4.3300   -0.525476    0.850809    0.999043    0.043735    0.149191    1.105456
434   4.3400   -0.490655    0.871354    0.999857    0.016926    0.128646    1.111720
435   4.3500   -0.454833    0.890577    0.999971   -0.007555    0.109423    1.116979
436   4.3600   -0.418132    0.908386    0.999561   -0.029626    0.091614    1.121240
437   4.3700   -0.380675    0.924709    0.998788   -0.049222    0.075291    1.124513
438   4.3800   -0.342582    0.939488    0.997800   -0.066295    0.060512    1.126807
439   4.3900   -0.303971    0.952681    0.996729   -0.080811    0.047319    1.128129
440   4.4000   -0.264954    0.964261    0.995690   -0.092749    0.035739    1.128487
441   4.4100   -0.225631    0.974213    0.994774   -0.102098    0.025787    1.127885
442   4.4200   -0.186098    0.982531    0.994058   -0.108856    0.017469    1.126325
443   4.4300   -0.146438    0.989220    0.993592   -0.113026    0.010780    1.123806
444   4.4400   -0.106722    0.994289    0.993410   -0.114615    0.005711    1.120326
445   4.4500   -0.067013    0.997752    0.993523   -0.113631    0.002248    1.115879
446   4.4600   -0.027358    0.999626    0.993922   -0.110083    0.000374    1.110458
447   4.4700    0.012203    0.999926    0.994579   -0.103981    0.000074    1.104055
448   4.4800    0.051644    0.998666    0.995446   -0.095328    0.001334    1.096662
449   4.4900    0.090948    0.995856    0.996455   -0.084125    0.004144    1.088270
450   4.5000    0.130107    0.991500    0.997521   -0.070370    0.008500    1.078870
451   4.5100    0.169124    0.985595    0.998538   -0.054052    0.014405    1.068457
452   4.5200    0.208010    0.978127    0.999382   -0.035155    0.021873    1.057028
453   4.5300    0.246781    0.969071    0.999907   -0.013656    0.030929    1.044585
454   4.5400    0.285461    0.958390    0.999945    0.010476    0.041610    1.031134
455   4.5500    0.324080    0.946030    0.999305    0.037278    0.053970    1.016692
456   4.5600    0.362670    0.931917    0.997767    0.066797    0.068083    1.001286
457   4.5700    0.401265    0.915962    0.995079    0.099081    0.084038    0.984957
458   4.5800    0.439898    0.898048    0.990957    0.134182    0.101952    0.967770
459   4.5900    0.478595    0.878036    0.985071    0.172148    0.121964    0.949816
460   4.6000    0.517370    0.855762    0.977049    0.213014    0.144238    0.931224
461   4.6100    0.556212    0.831040    0.966470    0.256780    0.168960    0.912180
462   4.6200    0.595073    0.803671    0.952867    0.303388    0.196329    0.892940
463   4.6300    0.633839    0.773465    0.935746    0.352676    0.226535    0.873859
464   4.6400    0.672298    0.740280    0.914622    0.404309    0.259720    0.855411
465   4.6500    0.710112    0.704089    0.889103    0.457708    0.295911    0.838204
466   4.6600    0.746785    0.665065    0.858998    0.511979    0.334935    0.822956
467   4.6700    0.781694    0.623663    0.824457    0.565925    0.376337    0.810413
468   4.6800    0.814172    0.580624    0.786041    0.618175    0.419376    0.801201
469   4.6900    0.843660    0.536878    0.744654    0.667450    0.463122    0.795672
470   4.7000    0.869828    0.493355    0.701349    0.712818    0.506645    0.793827
471   4.7100    0.892612    0.450827    0.657098    0.753806    0.549173    0.795368
472   4.7200    0.912161    0.409832    0.612657    0.790349    0.590168    0.799819
473   4.7300    0.928754    0.370696    0.568542    0.822654    0.629304    0.806650
474   4.7400    0.942722    0.333579    0.525057    0.851067    0.666421    0.815354
475   4.7500    0.954397    0.298541    0.482361    0.875972    0.701459    0.825487
476   4.7600    0.964089    0.265578    0.440511    0.897747    0.734422    0.836675
477   4.7700    0.972079    0.234654    0.399502    0.916732    0.765346    0.848613
478   4.7800    0.978611    0.205721    0.359292    0.933225    0.794279    0.861054
479   4.7900    0.983900    0.178722    0.319822    0.947478    0.821278    0.873800
480   4.8000    0.988132    0.153606    0.281020    0.959702    0.846394    0.886692
481   4.8100    0.991472    0.130323    0.242811    0.970074    0.869677    0.899604
482   4.8200    0.994061    0.108829    0.205122    0.978736    0.891171    0.912435
483   4.8300    0.996024    0.089087    0.167882    0.985807    0.910913    0.925106
484   4.8400    0.997472    0.071065    0.131025    0.991379    0.928935    0.937556
485   4.8500    0.998501    0.054737    0.094489    0.995526    0.945263    0.949737
486   4.8600    0.999196    0.040082    0.058220    0.998304    0.959918    0.961614
487   4.8700    0.999633    0.027085    0.022171    0.999754    0.972915    0.973161
488   4.8800    0.999876    0.015735   -0.013698    0.999906    0.984265    0.984359
489   4.8900    0.999982    0.006023   -0.049422    0.998778    0.993977    0.995199
490   4.9000    0.999998   -0.002053   -0.085025    0.996379    1.002053    1.005675
491   4.9100    0.999964   -0.008495   -0.120523    0.992711    1.008495    1.015785
492   4.9200    0.999912   -0.013301   -0.155926    0.987769    1.013301    1.025532
493   4.9300    0.999864   -0.016466   -0.191232    0.981545    1.016466    1.034921
494   4.9400    0.999838   -0.017985   -0.226433    0.974027    1.017985    1.043958
495   4.9500    0.999841   -0.017852   -0.261511    0.965201    1.017852    1.052651
496   4.9600    0.999871   -0.016060   -0.296436    0.955053    1.016060    1.061007
497   4.9700    0.999921   -0.012602   -0.331173    0.943570    1.012602    1.069032
498   4.9800    0.999972   -0.007473   -0.365675    0.930743    1.007473    1.076730
499   4.9900    1.000000   -0.000670   -0.399888    0.916564    1.000670    1.084105
500   5.0000    0.999970    0.007809   -0.433747    0.901035    0.992191    1.091156
501   5.0100    0.999839    0.017961   -0.467183    0.884161    0.982039    1.097878
502   5.0200    0.999556    0.029779   -0.500118    0.865957    0.970221    1.104263
503   5.0300    0.999064    0.043252   -0.532467    0.846451    0.956748    1.110297
504   5.0400    0.998296    0.058360   -0.564143    0.825677    0.941640    1.115962
505   5.0500    0.997178    0.075080   -0.595055    0.803685    0.924920    1.121235
506   5.0600    0.995631    0.093377   -0.625110    0.780537    0.906623    1.126086
507   5.0700    0.993571    0.113212   -0.654216    0.756308    0.886788    1.130481
508   5.0800    0.990909    0.134532   -0.682284    0.731088    0.865468    1.134381
509   5.0900    0.987554    0.157278   -0.709228    0.704980    0.842722    1.137743
510   5.1000    0.983413    0.181379   -0.734968    0.678101    0.818621    1.140519
511   5.1100    0.978393    0.206756   -0.759435    0.650583    0.793244    1.142661
512   5.1200    0.972401    0.233316   -0.782565    0.622568    0.766684    1.144116
513   5.1300    0.965350    0.260960   -0.804310    0.594210    0.739040    1.144830
514   5.1400    0.957155    0.289577   -0.824631    0.565671    0.710423    1.144752
515   5.1500    0.947739    0.319048   -0.843505    0.537122    0.680952    1.143830
516   5.1600    0.937031    0.349246   -0.860920    0.508740    0.650754    1.142015
517   5.1700    0.924971    0.380037   -0.876883    0.480704    0.619963    1.139259
518   5.1800    0.911509    0.411281   -0.891410    0.453197    0.588719    1.135522
519   5.1900    0.896603    0.442836   -0.904535    0.426400    0.557164    1.130765
520   5.2000    0.880226    0.474554   -0.916301    0.400491    0.525446    1.124955
521   5.2100    0.862363    0.506291   -0.926764    0.375644    0.493709    1.118065
522   5.2200    0.843008    0.537900   -0.935990    0.352027    0.462100    1.110073
523   5.2300    0.822171    0.569240   -0.944051    0.329799    0.430760    1.100961
524   5.2400    0.799870    0.600173   -0.951026    0.309110    0.399827    1.090717
525   5.2500    0.776135    0.630566   -0.956997    0.290099    0.369434    1.079334
526   5.2600    0.751004    0.660298   -0.962044    0.272895    0.339702    1.066808
527   5.2700    0.724523    0.689251   -0.966249    0.257612    0.310749    1.053138
528   5.2800    0.696743    0.717321   -0.969686    0.244354    0.282679    1.038325
529   5.2900    0.667720    0.744412   -0.972426    0.233212    0.255588    1.022376
530   5.3000    0.637512    0.770440   -0.974528    0.224265    0.229560    1.005295
